32,Ancient Knowledge,Observe Deucus Valdera as he attempts one of the vrykul recipes. ,"The tome contains a wealth of ancient vrykul recipes! Why, I could be the first alchemist in untold ages to craft one! How fortunate for you, friend <name>, that you are here to bear witness to my greatness! Awful kind of that Svena person to die and leave her book for us, eh? Silly vrykul. . . "
33,Eye of Azshara: Put a Cork in It,Go to the Eye of Azshara and retrieve the Advanced Corks for Deucus Valdera in Dalaran. ,"A thought occurred to me recently, <name>. The naga have been known to hoard all manner of potions, so they might have the sort of corks we need. In my educated opinion, I believe the best place to start searching is around the Eye of Azshara! Try not to waste your time in there dealing with the naga's goings on, just look for some replacement corks. "
34,Calibration Experts,Take the Uncalibrated Malloric Burettes to skilled alchemists for calibration. ,"It will take the cooperation of several highly skilled sorts to calibrate these burettes. Myshalla Streambreeze in Feralas has demonstrated admirable attention to detail. I loathe Ironforge, but a resident named Krimple Proxmeasure is known for his precision. And while I'd never travel to Booty Bay without a lock on my wallet, Tryks Pourtrue has proven reliable and fair. . . mostly. "
35,Cardinal Ruby,Linzy Blackbolt in Dalaran wants you to successfully transmute 5 epic gems with your alchemy skill. ,"The Cardinal Ruby is said to be the finest gem in all of Northrend.  It sparkles like a crystal rose under the sun. Before I teach you this recipe, I ask that you perform five epic gem transmutes to prepare your mind.  You can do any you like, and even do the same transmute many times. Return to me when you are truly ready. "
36,There's a Scribe for That,Bring the Runewritten Tome to Professor Pallin in Dalaran. ,"Fine! I admit, even my considerable intellect can't translate the strange tome you discovered. No doubt the water smears made it illegible. Say, one of those dimwitted scribes down the block owes me a favor. This sort of busywork is just his cup of tea. "
37,Channeling Our Efforts,Talk to Alard Schmied about the list of things you need done. ,"While it's no secret my time is more valuable than. . . well, anyone's, I fear I must step in and help to replace my decoction conduit. You will also play a crucial part in this, <name>, as my liaison with the blacksmiths. The thought of getting soot on my robes curls my toes. Here's a list of what we'll need done. Meanwhile I'll be out gathering the rest of what's needed. "
38,Mending the Filter,Try to find the whereabouts of a tailor in Val'sharah who can help you mend the silk. ,Bringing back the cloth in such a manner would not be beneficial to Deucus. Perhaps there's a tailor here in Val'sharah who'd be willing to mend it for you. The priestess who helped you earlier may know of such a person. 
39,Casting the First Stone,Craft a Potion of Durability and a Potion of Shifting States using the recipes given to you. ,"Would you mind helping me out with something, <name>? <Elric motions you over to him. >You see, I have this recipe that, well, I only have half of currently. I've been trying to remember the other half but just can't seem to recall it. My EX-partner tore the recipe and ran off with the other half over a disagreement we were having. But the stone it makes is invaluable. How about you grab some vials and start mixing the ingredients on this list. Perhaps together we can figure this out. "
40,Ocular Extracts,Gather 10 Highlands Mauler Eyes and return them to Elric. ,"My next idea involves a creature whose eyes are useful for certain alchemical recipes. At least for potions they are. Hopefully they're just what we need for this and there aren't any further. . . miscalculations. Although, I don't entirely recall seeing them on the recipe's ingredient list. . . but my memory isn't exactly as good as it used to be. Oh, you caught me rambling. How about you get those eyes and I'll start making the preparations for them. "
41,A Deathly Draught,Collect 15 Deathshrooms. ,"De first thing I'd like you to do for me is to gather some deathshroom. Don't worry if you're not skilled at herbalism, they're very easy to pick. Dey typically grow where death lingers in the air. I'd try to de Frogmarsh to de southeast. De trolls dere have been making sacrifices of de creature dat inhabit de area. "
42,We Need More Powder! ,Obtain Katterin's Alchemy Kit from Katterin the Blistered in Stormheim. ,"The substance you brought me appears to be precipitating powder, a highly volatile reagent used by the vrykul in their recipes. There are rumors that a vrykul elder named Katterin has built up quite a store of this powder. A substance this dangerous needs to be in our hands, not hers! "
43,The Search for Knowledge,Look for ancient relics  on the shoreline of Azsuna. ,"While you were out gallivanting, did you notice any lost relics around Azsuna? My sources tell me there are treasures to be found. These rumors merit investigation! "
44,Return the Filter,Return the Mended Shaldorei Silk to Deucus Valdera in Dalaran. ,"What was torn has now been mended. I hope you put this Shaldorei silk to good use. Now, run along. "
45,Changing the Scenery,Go to Stormsong Valley and transmute Barberry Shrubs into Shrubbery Bubbles and gather 6 of them. ,"The stone this recipe becomes is a transmutation stone. What if the missing reagents to make it come from something that's gone through the transmutation process? I'm willing to try anything at this point. Here's an old recipe my ex-partner devised. He used to go out to Stormsong Valley, just south of the Highland Flats and change the shrubs there into bubbles. Bring back some of those bubbles and we'll see if they're what we've been missing. "
46,Forlorn Filter,Speak with a Temple Priestess at the Temple of Elune to see if you can acquire some Shaldorei Silk. ,Next on the list of things to replace are my filters. Now I'm sure you've concluded that an alchemist of my caliber uses only the finest of tools when mixing my potions. The elves at the Temple of Elune in Val'sharah use Shaldorei silk to craft their robes. Perhaps they'd be willing to part with some for my filters. 
47,Furbolg Firewater,Acquire skins of Smolderhide Firewater from the furbolg camp in Val'sharah. ,"Oh! I recognize these corks you brought me, <name>. I recently acquired several from a furbolg tribe in Val'sharah. They need sturdy corks to keep a tight seal on that potent firewater they brew. We need more firewater potions--the corks would make an ideal addition to our alchemy table! "
48,Thanks for Flasking,Take the repaired Dual-Chambered Mixing Flask to Deucus Valdera in Dalaran. ,"Here is your flask, good as new. A fair trade for those potions. Be a little more careful with your breakables next time! "
49,An Imprecise Burette,Bring the Uncalibrated Malloric Burettes to Deucus in Dalaran. ,"Here are your burettes. Should you ever be in the need of anything else, don't hesitate to ask. < Ms. Xiulan holds up the hair and continues to chuckle to herself. >"
50,Chemically Compounded,Meet Quintin at the cave he mentioned. ,"That appears to be everything. This latest transmutation will be my finest yet. And your prize waits at its completion, apprentice. But I don't believe this is an appropriate place to test it out. It may draw too much attention. There's a cave not terribly far from here which would prove to be a more suitable setting for such a test. Meet me there when you're ready to witness why transmutation is the only branch of alchemy worth learning. "
51,Ocular Extracts,Gather 10 Razorwing Eyes and return them to Kumali. ,"So dere's a creature in dese lands whose eyes are perfect for alchemical recipes. Dey might just be de thing we need to finish dis project. Although, I don't remember seeing dem on de full recipe list de last time I saw it, ya see. . . But my memory isn't quite what it used to be. Gah! I'm rambling too much. Get me some eyes, will ya, <name>? "
52,Changing the Scenery,Go to The Slough and transmute Barberry Shrubs into Shrubbery Bubbles and gather 6 of them. ,"Or maybe de problem is dat we don't need regular reagents. Maybe we need something dat only comes from being transmuted. Anything's worth a shot at dis point. Here is a recipe my old partner left behind. He used to go out to de Slough and change de shrubs into bubbles, ya see. Why, you might ask? 'Cause he loved transmuting everything. Part of de reason we never saw eye to eye. Anyways, bring me back some of dose bubbles and we'll see if we can use dem to make dis stone. "
53,A Deathly Draught,Collect 15 Deathshrooms. ,"The first thing I'd like you to do for me is to gather some deathshroom. Don't worry if you're not skilled at herbalism, they're very easy to pick. They typically grow where death lingers in the air. I'd try to the Crimson Forest to the south. The creatures that have overrun it seem to be covered in deathly magics. "
54,A Stone's Throw,Use the Bag of Transmutation Stones on blood trolls and kill them. ,"Now dis ingredient you might have some fun getting, little mixah. I'm gonna give you dese stones. They're able to turn things into other things. Dose blood trolls, de ones giving de rest of us a bad name? Dey drink de weirdest things and it taints their bodies. I need their blood to finish my work here, but without de taint. Dese stones will turn dem into weaker creatures. Although, sometimes de stones turn dem into other things. . . Be careful with dem. "
55,A Possible Solution,Travel to Drustvar and seek out Quintin Whalgrene. ,"Nothing appears to be working. I can't believe I'm proposing this but I actually think we need to contact Quintin. Well, you should, as I doubt he'll speak to me. Perhaps you could convince him to part with the other half of the recipe? Last time I heard, he was staying in Drustvar near Arom's Stand. There's a lot of alchemists in those parts, but he shouldn't be too hard to find. Best not to tell him I sent you. He may not be as forthcoming with the recipe. "
56,Alchemical Equations,"Hey, &lt; name&gt; . ","Hey, <name>. I recently created some new recipes I'd love to share with you. "
57,A Possible Solution,Travel to Nazmir and seek out Zukashi. ,"None of dese things are working. I can't believe I'm saying dis, but I think you're gonna have to find Zukashi. Maybe you could convince him to give up de other half of de recipe. He's pretty full of himself, but he isn't unreasonable. Last time I heard, he's staying in Nazmir near Gloom Hollow. Maybe it's best to tell him dis isn't about me. "
58,Chemically Compounded,Meet Zukashi at the cave he mentioned. ,"Now dat I have everything I need, I can finish dis project. My latest transmuation will be my finest yet! But dis is not de place to test it. It could draw too much attention. If you want to see it for yourself, little mixah, meet me to de north. Dere is a cave dere dat should be a safe spot for testing dis out. "
59,A Stone's Throw,Use the Bag of Transmutation Stones on witches and kill them. ,"You may enjoy getting this next reagent for me. I have some special stones that have transmutative qualities, especially on living things. It's not too unlike the one you're trying to make. The witches that plague these lands are imbued with magic. As is their blood. I need their blood to finish my latest project, but in an altered form. These stones should turn them into weaker creatures. Although, sometimes the opposite occurs. . . I'd recommend handling them with care. "
60,Alchemical Equations,"&lt; name&gt; , nice to see you again. ","<name>, nice to see you again. I've been working on some new recipes dat I think you'd be interesting in learning. "
61,Unspeakable Power,Meet with Tae'thelan Bloodwatcher in Suramar. ,"<name>, I received an urgent message from the High Examiner requesting your presence. He's finally found something powerful-- VERY powerful--and he wants your help in recovering it. Be careful down there, <name>. Tae'thelan can be a tad fanatical when it comes to artifacts that hold any sort of energy. "
62,Narrowing Down,Survey Suramar and uncover 10 Tattered Highborne Scrolls. ,"I was right about the nightborne here having objects of great power. I found an ancient text referring to such an object called the Orb of Sciallax. From what I recall in studying the War of the Ancients, Sciallax was a demon lord who came to Suramar and offered the elves at the time a powerful artifact in return for their servitude to the Legion. I haven't discovered the exact location yet as to the whereabouts, but perhaps some digging can yield us an answer. "
63,Uncovering the Orb of Sciallax,Meet Tae'thelan Bloodwatcher at the entrance to the chamber where the Orb of Sciallax is held. ,We'll need to hurry before the nightborne realize what we're after. I'm bringing the goblins along in case we run into any obstacles along the way. I've marked the location of the entrance to the chamber the Orb resides in on your map. Meet me there as soon as you're ready and we'll claim this artifact for our own. 
64,The Right Path,Meet with Lessah in Highmountain. ,"This new shop is shaping up quite nicely, I think. Still, there's so much left to organize. <name>, Lessah has requested your presence in Highmountain. Something about a moose? I'm not sure to what she's speaking of, but as soon as you have a chance, please go see her. "
65,Laying to Rest,Find 600 Bone Fragments of Eche'ro and return them to Lessah in Highmountain. ,"If I was able to find a bone fragment in what appeared to be a random location, then that means Eche'ro's bones must be scattered around Highmountain. We must find his remains and give him the proper burial he deserved. Oh, I'm sorry, in case you weren't aware, Eche'ro was Huln Highmountain's mount and companion. He deserves to be honored as Huln once was. "
66,Corrupted Studies,Survey digsites in Stormheim and bring Brann back 200 War of the Ancients Fragments. ,"Stormheim is steeped with artifacts from tha War of the Ancients. Demon artifacts ta be exact. I think these artifacts can clue us into some knowledge about their leader, Sargeras. I've already found some fragments to a titan disc, but need ta find the rest of 'em. I need ya ta dig around Stormheim and see if ye can find any more fragments so we can reassemble the disc. "
67,Neltharion's Lair: Misdirected,Go to Neltharion's Lair and recover the Ancient Highmountain Artifact. ,"I've been looking into the history of Huln Highmountain, a legendary warrior from the War of the Ancients whom this very land is named after. Allegedly some of his personal effects were carried here after his death and have been lost in time. After some digging around I believe I have discovered the location of one of his artifacts to be in a place called Neltharion's Lair. I'm no fighter, <name>, but you are. Will you go and recover this artifact for me? "
68,Out of the Frying Pan,Meet with Brann in Azsuna. ,"Oh hello, <name>. I tell you, ever since I was given this shop, it's been nothing but a headache. I can't seem to ever find what I'm looking for. Which reminds me, Brann Bronzebeard has sent for you. He's in Azsuna tracking down more pieces of whatever it is he's searching for. Now where'd those pewter drinking cups go. . . "
69,Bits and Pieces,Meet with Brann Bronzebeard in Stormheim. ,"So many artifacts to catalogue, and never enough time. Good to see you again, <name>. Brann Bronzebeard and the Explorers' League are in Stormheim right now and could use your help tracking down an ancient titan relic. Brann can fill you in on the details when you arrive. "
70,The Apocalypse Bringer,Talk to Brann when you're ready to activate the device. ,"Right, well, I managed to piece the device back together. I guess I'll jes' turn it on when you're ready and we'll see what happens, yea? "
71,Academic Exploration,Meet with Tae'thelan in Azsuna. ,"<name>, good to see you. What do you think of my shop so far? Not too bad for just one person, huh? By the way, High Examiner Tae'thalan has been digging around Azsuna, and asked that I send you to see him. Knowing him, he probably thinks he's found yet another world-shatteringly powerful artifact. "
72,Dark Iron Contingency Plan,"These are definitely some sort of plans, but for what you aren't certain. ","Interesting!  It seems as if the Dark Iron dwarves had a strategic plan in the case of an elemental invasion.  As the elemental forces are ageless and unchanging, it seems as if these ancient techniques are still viable even today. "
73,History of Highmountain,Meet with Lessah in Highmountain. ,"Let's see, one. . . two. . . three. . . oh, hello <name>. Sorry I didn't see you come in. Things have been hectic around here. I could really use an assistant. I do have something for you though, a fellow archaeologist named Lessah has been asking for someone to help her in Highmountain. I thought you'd be the perfect person for the job. "
74,A Beacon of Hope,Go to the location Tae'thelan marked on your map and survey the area until you find the artifact. ,"I've marked the location of the artifact on your map. It's in a rather hostile location, so I'd like you to go there and find it. When you've recovered it, bring it back to me so I can discern its power. "
75,Echoes of My Ancestors,Complete 25 Highborne Archaeology Projects. ,"This land holds many secrets and many artifacts of ancient times. From what I've been able to discern there's an artifact of great power close to here. I just need to narrow down its location. I'd like you to dig up more artifacts and learn what you can. When you feel you've done enough research, come back to me and share your knowledge. "
76,Drogbar Deception,Recover the ancient necklace and bring it back to Lessah. ,"According to my research and the information you gave me, I've isolated the location of the necklace. It's deep in a drogbar cave, and I'm willing to bet they're not just going to hand it over to you, <name>. I need you to recover that necklace at any cost. "
77,Worth Its Weight,Meet with Tae'thelan in Suramar. ,"<name>, if you were a crate of black trilobites, where do you think I would have put you? <Dariness begins looking around the shop. >Oh, that reminds me. Tae'thelan has requested your presence. He's onto something in Suramar and needs your help. "
78,Pristine Stonewood Bow,Put the artifact on display. ,"This artifact has been restored to a remarkably excellent condition, suitable for display in Dalaran's archaeology shop. "
79,The Gates of Valor,Obtain 6 Chipped Titan Disc Fragments by surveying near the Gates of Valor in Stormheim. ,"Ye'd not normally know it, but the terraced entrance to the vrykul's Halls o' Valor is a fine place for findin' ancient artifacts. Problem is, the place is just a big mess with demons at the time. Well, ye've not got much choice. If the disc isn't elsewhere in Stormheim, it most likely lies at the Gates of Valor. Good luck, <name>. "
80,Sifting Through the Rubble,Survey different areas around Suramar until you find the 6 missing Jewels of the Crown. ,"Then I believe it's clear what we must do next. Find the jewels. They're bound to be here somewhere in Suramar, so we better start looking. I'll coordinate the search from here, while you and my assistants look for the jewels. "
81,A New Lead,Meet with Lessah in Highmountain. ,"<name>, Lessah in Highmountain has been asking for you. Apparently she's caught a lead on some ancient piece of armor that Huln Highmountain used to wear. When you can, make your way out to her. "
82,Vengeance of the Wildhammer,"These old bones appear dwarven, possibly from the original builders of Grim Batol. ","After comparing the two very closely, you are sure these are the remains of the Wildhammer.  The treachery committed against them fills your heart with anger. "
83,Fragments of the Fjords,Meet with Brann Bronzebeard in Stormheim. ,"<name>, have you seen my ledger around here? I seemed to have misplaced it when I was stowing some canopic jars. Oh, nevermind. Brann Bronzebeard has sent for you though. He's in Stormheim continuing his research. Make your way out to him and let him know I'm still waiting on those flayed-skin chronicles he found. "
84,One Step Closer,Meet with Brann in Suramar. ,"<name>! I just heard that Brann Bronzebeard - that crazy, titan-obsessed dwarf - has decided to go hunting for his precious disc in Suramar. Talk about the last place you'd want to go digging around, given the current events. I'm sure he could use your help. "
85,The Reliquary Calls,Meet with Tae'thelan Bloodwatcher in Azsuna. ,"Tae'thelan of the Reliquary has asked me to send anyone who may be able to help them in Azsuna. Seeing as how you happened into my shop purely by coincidence, I thought you'd be willing to go, <name>. Back to work for me though. So much to do and so little help. <Dariness lets out a sigh. >"
86,Fel Fragments,Deliver the crate of surveying equipment to Brann in Val'sharah. ,"Brann Bronzebeard has requested that I send him more surveying equipment, but I just don't have the time. Would you be a dear and take this crate to him, <name>? I'd truly appreciate it. "
87,Dark Secrets,Meet Brann at the entrance to the secret chamber. ,I fixed the key and am ready to open the chamber. Meet me there when you have a chance and we'll discover what waits inside together! 
88,Darkheart Thicket: Through the Fog,Obtain the Final Chapter of The Purple Hills of Eredath. ,"I can't believe that after all that searchin' ye did, it's still missing a chapter! I'm willin' ta bet that those satyrs got a hand on it and took it somewhere. Probably somewhere dark where no one could find it. I've heard rumors of a place, the Darkheart Thicket they call it, where the strongest of the satyrs are. If I had ta guess, I'd say ye need to go there and look around fer it. "
89,The Keys to Success,Bring the mold to Alard Schmied in Dalaran and have him help you forge a new set of keys. ,"I'd like you to take the mold to the blacksmith in Dalaran. Alard, I believe his name is. Have him help you forge a new set of keys. I found some writing on the back of the mold that may hold the answer to what these keys unlock. I'll stay here and try to translate the text. "
90,Pristine Carved Bronze Mirror,Put the artifact on display. ,"This artifact has been restored to a remarkably excellent condition.  Perhaps you will put it on display at the Seat of Knowledge, so that lorewalkers and archaeologists can study it. "
91,Pristine Apothecary Tins,Put the artifact on display. ,"This artifact has been restored to a remarkably excellent condition.  Perhaps you will put it on display at the Seat of Knowledge, so that lorewalkers and archaeologists can study it. "
92,Pristine Game Board,Put the artifact on display. ,"This artifact has been restored to a remarkably excellent condition.  Perhaps you will put it on display at the Seat of Knowledge, so that lorewalkers and archaeologists can study it. "
93,And Into the Fel Fire,Survey digsites in Azsuna and find 10 missing Parts of the Infernal Device and bring them back to Brann. ,"I found something, <name>. Well, a couple of things actually. First I found an ancient text talking about a demon who harnessed the power of the titan disc I've been searching for. Then I found a device which supposedly is used to summon 'im! Only, it's missin' some pieces from what I can make out. I'm sure if we survey around Azsuna some more, those missin' pieces are sure ta turn up. "
