17,Patching Up,Fezzix Geartwist at Taunka'le Village wants you to bring him 5 Steam Cured Hides. ,"Remember all that gnomish duct tape you brought me? Well, I've found a use for it. The body of this flying machine is so banged up in places, that I'm going to need to reinforce it if I ever hope to fly. Dorain over there has been telling me that the taunka use steam cured caribou leather for making watertight containers. Marsh caribou live all around the village and in the Flood Plains to the south. Get the best hides you can find and cure them over the steam vents in the Geyser Fields. "
18,Breaking Through,"Defeat Prince Valanar and his lieutenants, Vanthryn the Merciless and Luthion the Vile, then report to Chieftain Wintergale at Taunka'le Village. ","On the lowest tier of the Temple City, there is a gray altar bathed in light. Step into it to gain entry to the dread necropolis Naxxanar. Be cautious, <name>. Prince Valanar will certainly be defended by his personal retainers, who will give their lives to keep you from ascending to the top level of the necropolis. You must find your way through the necropolis to the prince's seat. If you fail to defeat him, <name>, I fear my people will never know the safety Icemist offers. "
19,Prison Break,Librarian Donathan on Amber Ledge wants you to collect the Beryl Prison Key from one of the Beryl Mage Hunters at Beryl Point and use it to release a trapped mage from an arcane prison. ,"Greetings, <class>. I am Donathan, a loyal representative of Dalaran. Forgive my abruptness, but we find ourselves in the midst of a crisis. Mages all across Azeroth are being abducted and I have been authorized to conscript anyone able to assist in the unraveling of this mystery. The camp just south of ours is where our investigation begins. I call upon you to rescue one of the imprisoned mages held there. You must obtain a key from one of the mage hunters and use it to open an arcane prison. "
20,Load'er Up! ,Help Jenny make her way from the crash site to Fezzix Geartwist at Taunka'le Village without losing all her cargo. ,"Have you seen the flying machines buzzing around? That's gnomish innovation at its finest. I've long waited to get my hands on some of their technology and a perfect opportunity has presented itself. One of their recon wings crashed in the Scalding Pools, in the southwest part of the Geyser Fields. Blow this whistle near one of the crashed machines and my trusty mule, Jenny will answer. She'll follow you and carry the salvage, but you must keep her safe. She'll begin to drop the cargo if attacked. "
21,The Hunt is On,Vindicator Yaala wants you to use the Oculus of the Exorcist in three different locations in Valiance Keep to uncover and defeat Cult of the Damned members. ,"I've made it my business to learn as much as possible about the vile death cult, including their secret language. Vurenn was right.  The cultists mention disguised operatives in various locations in Valiance Keep: the lower docks, the jail inside the inner hold and in the inn's kitchen. Take this oculus.  Use it at those three locations - anyone that has recently used the cult's necromancy will be enshrouded by a dark aura.  Take care of the cultists before something nefarious happens. "
22,The Cell,Raelorasz at the Transitus Shield wants you to obtain the Prison Casing from General Cerulean and the Energy Core from Warbringer Goredrak. ,"You've discovered a fragment of a special prison, <name>. Malygos' minions use similar prisons to hold their captured mages and other arcane entities, but this prison was constructed to hold something. . . stronger. In hopes that the enemy of our enemy will prove to be a friend, you must search for the prison's remaining fragments. They are likely to be in the possession of Malygos' most trusted underlings. "
23,Monitoring the Rift: Winterfin Cavern,Librarian Garren at Amber Ledge wants you to use the Arcanometer at Winterfin Caverns. ,"I need to compile my notes and prepare a presentation for my colleagues in Dalaran. While I do, I must ask that you visit the Winterfin Cavern to the north. You must use the Arcanometer while standing in the mouth of the cavern. Return to me at once when you have the data. My documentation will be incomplete without it. "
24,Hampering Their Escape,"Etaruk, outside the Coldrock Quarry, wants you to destroy the North Platform, the East Platform, and the West Platform. ","I'm sure you've seen those blue and white platforms hovering over the quarry. They're the transportation the mage hunters used to land their forces here, and now they're loading them up with our artifacts and fragments of our statues. We must stop them before they leave the quarry. The small creatures digging in the quarry carry explosives. Take them and use them to destroy the three floating platforms. The leader keeps watch from a fourth, grounded platform, but we'll deal with him afterward. "
25,Finding the Phylactery,Go to Death's Stand and ride Dusk to the location of Tanathal's Phylactery. ,"No time for small talk, <name>.  I was sent on what was to be a suicide mission to take this ziggurat.  I've accomplished my duty as a soldier, now is the time to get some answers. This lich has knowledge I seek, yet I cannot inflict pain to his physical body to obtain that knowledge. The lich stored his soul in a phylactery, and while it remains hidden, I won't be able to pry the information from him. Return to the camp and take my horse, Dusk, she will lead you to the phylactery.  Bring it to me. "
26,Gammothra the Tormentor,Slay Gammothra and return the Head of Gammothra to Primal Mighthorn at the Bloodspore Plains in the Borean Tundra. ,"Magnataur live in prides, much like lions: one or two dominant males and several females along with their offspring. In the case of Gammoth, the magnataur den west of here, Gammothra is the leader. It is Gammothra that controls this magnataur population and therefore it is Gammothra that must be slain to prevent any type of magnataur uprising. Take this pouch of crushed bloodspore flower to Gammoth. Use the powder from the pouch to weaken Gammothra and then slay him! Return his head to me as proof. "
27,Corastrasza,Librarian Serrah wants you to speak to Corastrasza in Coldarra. ,"Greetings, <class>. Might I impose on you for a favor? Corastrasza is the sister of Raelorasz - the red dragon in charge of our outpost here. Against his will, she has ascended to one of the upper rings of the Nexus to observe some frighteningly powerful blue drakes. Though he will never say it, he worries about her, and would welcome any news of her well-being. Please seek her out. Ask her to put her pride aside and send word to her brother. "
28,Get Me Outa Here! ,Escort Bonker Togglevolt to safety and then report in with Fizzcrank Fullthrottle at Fizzcrank Airstrip. ,"I knew they'd send someone for me sooner or later. . . turned out to be later, of course. I came in here to parlay with the snobolds, but their main shaman, Kaganishu, decided instead that I'd make a tasty snack for Magmothregar. Wait. . . what? ! They didn't send you? ! DID THEY FORGET ABOUT ME? ! Okay, you're here now and that's all that matters. As soon as you break this chain we'll make our way back to the airstrip. Then you can tell Fizzcrank I'm safely back. If he remembers me, that is. "
29,Words of Power,"Thassarian at the Wailing Ziggurat wants you to go to the Temple City of En'kilah and retrieve High Priest Talet-Kha's Scroll from the Spire of Pain, High Priest Naferset's Scroll from the Spire of Decay and High Priest Andorath's Scroll at the Spire of Blood. ","The lich has spoken, <name>.  The high priests of En'kilah hold the secret to entering Naxxanar. Go to the Spire of Blood, the Spire of Pain and the Spire of Decay and slay each of the priests. Return once you've obtained the three scrolls. "
30,Horn of the Ancient Mariner,Waltor of Pal'ea at the Coast of Echoes in the Borean Tundra wants you to bring him the Horn of the Ancient Mariner. ,"A Kvaldir lieutenant known as Orabus directed the initial incursion against my people at Pal'ea, He oversaw the destruction of both villages and then disappeared into the mist. In those early days there was talk of a horn that Orabus gifted to the Kvaldir mistweavers. This horn could be used to summon him should the need arise. We need to get that horn from the Kvaldir mistweavers and call forth Orabus. If he is destroyed, these savages might retreat. Seek out mistweavers at Pal'ea, to the south. "
31,Reading the Meters,Archmage Berinand at the Transitus Shield has asked you to collect the readings from his instruments in Coldarra. ,"I had hoped that the Nexus' impact was limited to this region. Recently though, reports have flooded in from all over Azeroth suggesting that geologic instability is growing exponentially! I need the Nexus monitored regularly as I work to develop a solution. I've placed sensitive instruments around Coldarra, disguised as Malygos' scrying orbs. One lies in the trench near the Nexus, and three are hidden in the structures around the valley's perimeter. Visit each and return to me with their readings. "
32,I'm Stuck in this Damned Cage. . . But Not For Long! ,"Collect an Engine-Core Crystal, a Magical Gyroscope, and a Piloting Scourgestone. ","The cultists magicked me into this cage and there's no door to it. Little did they know that I'm the chief transmatter engineer for the airstrip! With your help, and a little elbow-grease, I won't be in here for long. I'm going to need an engine-core crystal from one of the ghouls in here, a magical gyroscope from their doctor, and a piloting scourgestone from the lich-lord up top. With all of that stuff, I should be able to make a port device to get back to Fizzcrank's and escape the gnome way! "
33,Herald of War,Report to Thrall at Grommash Hold in Orgrimmar. ,"The Warchief needs you, champion. Orgrimmar is in a state of martial law. All merchants and services have been shut down as the Warchief prepares for an unavoidable conflict. I cannot tell you much more - not now. Not in this place. The Warchief commands that our strongest champions report to his throne room. Go now, <name>! Take the portal back to Orgrimmar and seek out Thrall. "
34,Kaw the Mammoth Destroyer,Kill Kaw the Mammoth Destroyer and recover Kaw's War Halberd. ,"You cannot defeat the being responsible for the slaughter of my kind by yourself. The mammoths of the tundra will help you! Venture forth to the plains and find a mammoth bull. He will allow you to mount him and control his movements and actions. Ride upon his back and find Kaw, north of here at Kaw's Roost. Together, you will be the instrument of Kaw's demise. Destroy Kaw's armies and take from Kaw his coveted war halberd. Return to Lathorius at the D. E. H. T. A. Encampment should you succeed. "
35,Karuk's Oath,Karuk wants you to slay 6 Skadir Raiders and 5 Skadir Longboatsmen. ,"They call themselves the Kvaldir.  My people have legends about them; we call them the tuk-hariq - walkers of the fog. My village was destroyed by these giant mist-men.  Everyone I knew was slain, including my father Ariut. By tuskarr law I must seek retribution against those who shed my kin's blood. I am but a fisherman and I've not yet passed the test of manhood. . . I cannot stand toe-to-toe with the vile Kvaldir. If you were to carry out my blood duty for me, I will be in great debt to you. "
36,Wind Master To'bor,Report to Wind Master To'bor at Warsong Hold. ,"You're a tough mother, <name>. I think your talents are better suited elsewhere - like the root of the whole damn problem! <Razgor points to the west. >A thousand Scourge, at least four full sized floating death machines and who knows what else. But you're gonna find out and then you're gonna handle it. . . That's right, you're gonna beat the hell out of the Scourge army that's currently beating down our door. Get to the top of Warsong Hold and report to Wind Master To'bor. He'll be expecting you. "
37,Farseer Grimwalker's Spirit,Speak with Farseer Grimwalker's Spirit inside of Magmoth. ,You must go to Magmoth to the east. You must descend into the depths of their caverns. You must speak with Farseer Grimwalker's spirit! 
38,Drake Hunt,Raelorasz wants you to use Raelorasz's Spear to subdue a Nexus Drake Hatchling and return it to him at the Transitus Shield. ,"The blues have begun to cover their drakes in mysterious runes. I must discover their significance. < Raelorasz pokes his hand with a spear and coats the tip with his blood. >Take this and use it on one of them. Wait for it to become subdued, then bring it here to me before it expires. Their hatchlings feed around the northwest edge of the valley. "
39,Blending In,"Chieftain Wintergale at Taunka'le Village wants you to wear the Imbued Scourge Shroud in the Temple City of En'kilah and scout the Spire of Blood, the Spire of Pain, and the Spire of Decay. ","Sage Aeire has finished the shroud. Take it with you and travel to the Temple City of En'kilah. Don the cloak within the city's bounds to hide yourself from most of the Scourge there. This will be our best opportunity to gather information about the enemy's fortifications and leaders. While wearing the cloak, scout the three large spires on the grounds of the city. While the shroud will shield you from most of the Scourge, the En'kilah abominations will be able to find you if you get too close. "
40,Traversing the Rift,Surristrasz wants you to travel to Coldarra. ,"I've been mindful of your efforts, mortal. Do not feign surprise. Surely you've felt my eye upon you. The time has come to peel back a layer of darkness from your mind. There are stark truths that you have grown ready to accept. Before hearing the tale, you shall be shown firsthand what we face. Put your affairs in order, <class>. . . . "
41,Return My Remains,"Deliver Farseer Grimwalker's Remains, which are resting below his spirit, to Spirit Talker Snarlfang at Bor'gorok Outpost. ","<name>, now that my spirit has been freed would you do me the honor of returning my remains to Spirit Talker Snarlfang? They lay upon the ground beneath me. I sense that the spirit talker is still at Bor'gorok Outpost to the west where last I saw her. "
42,Taking Wing,Give Salrand's Key to Warmage Anzim when you are ready to free Evanor. ,"The key is forged anew. Now heed my counsel, <race>. Succeed in your endeavor or die trying, for if a single scale falls from one of my drakes I shall hold you personally accountable. Now, off with you. "
43,Monitoring the Rift: Cleftcliff Anomaly,Garren on Amber Ledge wants you to use the Arcanometer at the Cleftcliff Anomaly. ,"Greetings, <race>. I am Garren of Dalaran. Not long ago, the rift was a peaceful place - geothermally speaking at least. Recently though, earthquakes have occurred with alarming frequency and scars in the earth have appeared, exposing unique energy fields of chaotic power. My mission here is to chart and monitor these anomalies. My instruments indicate that another has appeared on the cliff face to the southwest. Take this device with you and use it when you locate the new disruption. "
44,The Emissary,Find Leviroth in the waters below the iceberg floating among the northern edge of Riplash Ruins. ,"Raj Naz'jan was the emperor of Riplash when Leviroth was imprisoned.  Azshara herself blessed his trident so it would slay the beast should it ever escape. Now you wield it, <race>.  As much as it disgusts me, I will have my revenge on these barbaric giant-men. Take the trident to the depths beneath Riplash.  You will find Leviroth below an iceberg closest to northern Riplash. Drive the trident into his flesh and slay him!  Return to whomever sent you when you're done; I wish to see no more of you. "
45,The Plains of Nasam,Use the Horde Siege Tank to destroy 100 Scourge Soldiers and rescue 3 Injured Warsong Soldiers on the Plains of Nasam. ,"Once you're ready, jump into one of the tanks and drive it out to the Plains of Nasam, southeast of here. Use the tank's weapon arsenal to take down the Scourge army. If you get in a jam, the ""Meatpounder"" will tear 'em up and the land mines will finish 'em off! If you find any of our soldiers, grab 'em! One last thing, fuel tanks can be found all over the field. Try to get close enough to that structure in the center and see what's going on. If you do all of this and live, go to Hellscream! "
46,Basic Training,Raelorasz at the Transitus Shield wants you to slay 10 Coldarra Spellweavers. ,"This is war, mortal, and we are the tip of the spear. Your little spats over land or currency pale in comparison to this conflict. We face the aspect Malygos and his entire blue dragonflight. All you need to know is that if he is victorious, this world shall be no more. We are but few here, and we fly against many. Our deaths are all but a certainty, and our ultimate success lies in merely delaying our enemy. Go now. Busy yourself while I decide what to do with you. "
47,Puzzling. . . ,Bring the Scintillating Fragment to Raelorasz at the Transitus Shield. ,Something about this scrap of metal prevents you from casting it aside. Perhaps Raelorasz might be able to shed some light on its purpose. 
48,Across Transborea,Escort the Taunka'le Evacuees across Transborea to Wartook Iceborn on the border of the Dragonblight. ,"The path across Transborea, to the east, is the only way to reach the Dragonblight. Many perils await you as you make your journey across the tundra. Beware the Scourge and its influence upon the beasts of the land. Rumors have started to spread about our very own taunka brothers and sisters rising from the dead and attacking caravans on their way to the Dragonblight! Defend your caravan and get the evacuees to safety! Wartook Iceborn waits for you across the bridge leading into the Dragonblight. "
49,Learning to Communicate,King Mrgl-Mrgl has given you a conch to use upon Scalder's remains. ,"To help, you must learn how to speak the Winterfin dialect. We'll work with the forces of nature and magic to do that. Take this empty conch shell. At the bottom of the watery trench below exists Scalder, an elemental of air and watery fury. Once she is defeated, use the conch upon her remains to capture her magical steam. Return the full conch to me, and I'll imbue my knowledge of the Winterfin tongue into you. Luckily, a friend taught me a water breathing spell, which I will cast upon you. "
50,Spirits Watch Over Us,Elder Muahit at Njord's Breath Bay wants you to find Iruk's corpse in the water and retrieve Issliruk's totem. ,"Powerful spirits watch over my tribe -- Kaskala will not be lost. Issliruk will give us courage, Tayutka will make sure our survivors always have food and shelter and Karkut will watch over the fallen so they do not lose their way. Issliruk's guidance is the one we need the most right now.  I asked my nephew, Iruk, to bring me Issliruk's totem, but the Kvaldir's spears struck him down and his body fell into the waters to the north.  Bring me the totem, <name>.  Don't let my nephew's death be in vain. "
51,The Spire of Blood,Search the Spire of Blood for more information about the Vial of Fresh Blood. ,"As you inspect the captured blood vial, you realize its contents are still warm. The victim must have just been bled and may still be alive. What use would the Scourge have for blood? They've never shown an interest in live prisoners in the past. Perhaps if you can locate the source of the blood, you'll be able to discover what the Scourge is planning. "
52,Orabus the Helmsman,Waltor of Pal'ea at the Coast of Echoes in the Borean Tundra wants you to use the Horn of the Ancient Mariner to summon Orabus the Helmsman. ,Take the horn and travel west to the Warsong Jetty. Make your way to the end of the jetty and blow into the horn. The sound should rouse Orabus. Slay the foul beast and return to me! 
53,Untold Truths,Find Shadowstalker Luther in Mightstone Quarry. ,"We are here by order of Varimathras! The mission of the Shadowstalkers is a simple one: spy. Well, spy with a little assassination on the side. One of my best field agents has gone missing. I haven't heard from him in days, which has left me fearing the worst. No, not death! Death would be ideal. I fear he may have gone rogue. . . turned traitor even. His last known location was northern Mightstone Quarry. He was gathering intelligence on the Nerubians. Find him. He better be dead. . . "
54,The Assassination of Harold Lane,Arch Druid Lathorius at the D. ,"You have done much for the animals of the Borean Tundra, <name>. Nesingwary's lackeys have been beaten back and taught a lesson that they will not soon forget. Harold Lane, the primary agent responsible for the mass slaughters in Nagrand, has been identified as the man in charge of Nesingwary operations in the tundra. He is stationed at Lake Kum'uya, west of here. <Lathorius hands you an intricately carved oak horn. >Find Lane and kill him. Use this horn should you require our aid. "
55,Kaganishu,Retrieve Kaganishu's Fetish and use it upon Farseer Grimwalker's Remains. ,"After my small force of grunts were killed, I was dragged down here and ritually murdered. The snobold who did this is known as Kaganishu. Though you have vanquished his shaman helpers, my spirit is still tethered to this place. After he slew me, he created a fetish from my body, which anchors me here. Kaganishu is using it to learn all that I know of shamanism. You must retrieve the fetish from him and use it upon my spirit. Kaganishu is nearby in the caves. Only then will I truly be free. "
56,Foolish Endeavors,Help Getry defeat Varidus the Flenser at Warsong Farms. ,"This is madness. How do they expect us to take on a Scourge necrolord and an unknown number of his minions? <Getry sighs. >If Ickoris sent you he must think that you are capable of great feats. Perhaps you will call down a miracle today, eh? When you're ready we will descend and face Varidus. If we make it out of this mess in one piece, report back to Hellscream in Warsong Hold. "
57,Ears of Our Enemies,Arch Druid Lathorius at the D. ,"Whether they be treasure seekers or bloodthirsty hunters of the wastes, any being that supports Nesingwary and dares to strike at our beloved wildlife shall be considered an enemy of D. E. H. T. A. Should you slay these filthy Nesingwary sympathizers, bring me proof of their demise and you shall be rewarded with a blessing from the druids of D. E. H. T. A. "
58,A Race Against Time,Donathan on Amber Ledge has tasked you with using the Beryl Shield Detonator to bring down the shield at Beryl Point. ,"So it's true. They have her. It's clear what must be done, <race>. She WILL be saved. I must remain here and aid in the rescue preparations. I call upon you again; this time to collect the prison key. All we know of this Salrand figure is that she cannot be harmed so long as her shield is intact. We've customized a special explosive that should strip her of this protection, allowing you to perform your duty. Return to me when you've collected the key. Hurry, <name>. Lady Evanor is suffering! "
59,Reforging the Key,Donathan wants you to speak to Surristrasz on Amber Ledge. ,"Delays, delays. . . the one thing we cannot afford right now! As much as I hate to disturb Lord Surristrasz, he's our only hope of saving our beloved Evanor. Bring him the key fragments and hope that his mood is favorable. Hurry, <class>, our assault team is waiting. "
60,Cracking the Code,Raelorasz at the Transitus Shield wants you to get the Azure Codex from Inquisitor Caleras and collect 3 Shimmering Runes from his Coldarra Spellbinders. ,"I sense a distinct peculiarity in the drakes here but the meaning of the runes that cover their bodies still eludes me. Without a codex, it will take more time than we can afford for me to interpret them. Not far from here is a Kirin Tor traitor, Caleras, who is likely to have a copy of the tome I require. His underlings hold the runes I will need for my translation. Hurry, mortal. Malygos gains strength with every passing moment. "
61,Aces High! ,Corastrasza on the upper ring of the Nexus in Coldarra wants you to ride her drake and kill 5 Scalesworn Elites. ,"You possess the courage to draw so near to Malygos' lair, mortal? Or is it simply ignorance? Soon we shall know. . . . I am a seasoned trainer of the graceful drakes of the red dragonflight. My business here is to study the enemy and teach my precious pets the tactics that will be most effective when we face the master of the blues. To demonstrate your nerve and ability, I will allow you to ride one of my drakes against the enemy's minions. The opportunity is yours for the asking. . . "
62,Bring 'Em Back Alive,Farmer Torp at Warsong Farms Outpost wants you to rescue 8 Infected Kodo Beasts. ,"Take this riding snaffle, <name>. You'll notice that I've placed a tiny medicine dispenser in the mouthpiece. That thing will cure the infection as soon as a kodo bites down. Once you've cured the sick out of 'em, you'll need to ride 'em home. They'll be weak so you'll need to gently direct 'em here. Bring my babies back, <name>! One last thing, you've got ten minutes! That's how long the antidote will remain effective inside that snaffle. "
63,Surrender. . . Not! ,King Mrgl-Mrgl at Winterfin Retreat has asked you to bring him a Claw of Claximus. ,"The time has come to put an end to this unnatural situation, <name>. For the Winterfin murlocs to have a chance at a future, Claximus must die! I want you to take my spare murloc suit and enter the Winterfin Caverns under the pretext of surrender. With the white flag in hand, the murlocs won't attack you. You'll find him in the southwestern most corner of the caverns. Once you get close enough, deal with Claximus. Bring me one of his claws as proof that the grisly deed has been done. "
64,"It Was The Orcs, Honest! ","While disguised as a Warsong orc, plant the Warsong Banner in the corpse of Magmothregar. ","With all of those outfits you, er, recovered, I fashioned a Warsong orc disguise. I had the genius idea of combining it with some old stuff that I had left hanging around from last Hallows' End, so it should be foolproof! Here, in this sack is the disguise and the banner you recovered. Head down into the bowels of Magmoth and slay the magnataur chieftain, Magmothregar. If you're going to convince them to turn their attention on the Warsong orcs, you'll need to plant the banner while disguised. "
65,"Ned, Lord of Rhinos. . . ",Killinger the Den Watcher at the D. ,"West of here, on the high bluffs above Lake Kum'uya, roams a despicable being known as Nedar. The self proclaimed ""Lord of Rhinos"" hunts the wastes for the injured or young - rhinos unable to defend themselves against Ned's cowardly attacks. To add insult to injury, Ned has raised a rhino of his own to become his mount and bodyguard. It is a rare thing that D. E. H. T. A. would ever call for the death of an animal, but Ned's tainted rhino must be disposed of. . . Kill them both and return to me. "
66,Magic Carpet Ride,Talk to Yanni at Warsong Hold to arrange safe travel to the coast. ,"Tanks, mon. I be talkin' bout siege machines! We got heavy tanks stationed at Garrosh's Landing on da west coast. We gonna get you to da tank and you gonna use da tank to lay down some Horde justice on da Scourge! Da only tricky part be getting' you der. No way we be sendin' you on our wind riders. Too risky. You see dat pixie o'er der? Dat blondie elf? Yanni be his name, mon. He can get you to da coast, safely. Once der, talk to Annihilator Grek'lor! "
67,The Mechagnomes,Listen to Fizzcrank Fullthrottle's tale and then find Jinky Wingnut at Fizzcrank Airstrip. ,"Now that you're here, it's time for me to tell you the full story of what's going on. After you've heard my tale, go outside and find my second-in-command, Jinky Wingnut. She'll handle everything from here on out. "
68,Rescuing Evanor,Anzim on Amber Ledge wants you to fly with his war mages to free Lady Evanor at Beryl Point. ,"At last, we attack! Once we've cleared the platform I'll use the key. You are to ensure that Lady Evanor remains safe after her release. Hurry now, let us be off! "
69,Cutting Off the Source,Overlord Razgor at Warsong Hold wants you to destroy 10 Nerub'ar Egg Sacs. ,"Aerial reconnaissance of the quarry reports that the Nerubians are storing their eggs on the scaffolding surrounding the base. Smart beasts these are. . . They're keeping the eggs high and dry, away from the epicenter of conflict. You're going to have to go back out there and track down their eggs. Find 'em, smash 'em, and trash 'em. Each egg destroyed means twenty less Nerubians feeding on our corpses. "
70,Grmmurggll Mrllggrl Glrggl! ! ! ,Mrmrglmr wants you to return to him at Winterfin Retreat with Glrggl's Head. ,"If your pathetic little eyes were any good, you'd see that we're being slaughtered by the orcas to the north in the bay! Assuming your precious night elf king wants his spare costume back, I think you'll do me a favor and bring back the head of the king of the orcas, Glrggl: he who swims against the tides of fate -- eradicating the hope of life for all those who hear the siren song of death upon the waves! Be quick about it, <race>, Winterfin murlocs are losing their lives even as we waste time talking! "
